Shelfmark,Contents,Link to Digitised Manuscripts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5098,"Constantinus Africanus, Theorica Pantegni ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5102,"Psalter with canticles
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5110,"Composite volume of miscellaneous verse, drama and orations",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5201,Astrological miscellany ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5228,Medical miscellany ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 523,"Letters of Sir Philip Hoby, 1548-1553",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5232,Anonymous commentary in Latin on the Apophthegmata in Greek ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5237,"Boethius, De institutione musica",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 524,Collection of sermons and theological tracts (imperfect) ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 525,The Seege of Troy; Robert of Cisyle; Speculum Gy de Warewyke,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5251,"Fredegarius, Chronicon 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 526,"Bede, Life of St Cuthbert; Life of Bede; Life of King Edward",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5266,"Euclid, Elements ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 527,"Chanson of Gui de Bourgogne (ff. 1-32), Chastoiement d'un Père à son fils, imperfect at the end (ff. 32v-46v), an excerpt from the Romance of Alexander the Great, the ordinary abridgment of Julius Valerius (ff. 47-56), extracts from De ortu et obitu patriarcharum (ff. 56v-58), Chanson of Horn, imperfect at the beginning and at the end (ff. 59-73v)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5272,"John Lydgate, Life of Our Lady; The Life of St Dorothy; The Abbey of the Holy Ghost",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5280,"Collection of Irish historical, mythological, and religious texts",http://access.bl.uk/item/viewer/ark:/81055/vdc_100123802477.0x000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5294,Pharmacopeial compilation ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 531,"Miscellaneous texts on astronomy, astrology and meteorology ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5311,Physician's folding almanac ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 532,Miscellaneous texts ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5325,"Helperic of Auxerre, Computus",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5402,Astrological miscellany ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5404,"Euclid, Elementa (translated by Adelard of Bath) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5425,"Ars Commentata (Galen, Commentaries on the Ars Medicinae) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5431,"Rule of St Benedict; Various Theological Writings
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 546,Medical miscellany ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 549,"Boethius, De institutione arithmetica 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 55,Anglo-Saxon Miscellany including medical remedies and Anglo-Saxon Laws by Edgar and Cnut the Great ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5533,Psalter,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5534,Psalter,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5535,"Psalter, Rahlfs 166",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5536,"Aristotle, Analytica Posteriora",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5537,New Testament (Acts to Revelation) ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5538,Four Gospels,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5539,Works of Agapetus diaconus and Basil I 'the Macedonian',http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5540,Four Gospels,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5541,"Horologion, Psalms, Prayers; Basil of Caesarea, De legendis libris gentilibus",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5542,"Tetrastichs on the New and Old Testaments; Arsenius, Archbishop of Monembasia, Apophthegmata of Philosophers; Ignatius Diaconus, 34 Tetrastichs",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5543,150 Aesopic fables arranged in alphabetical order,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5544,"Kekragaria, etc., with late Byzantine notation",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5545,"Formulary for letters to patriarchs, archbishops, etc. ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5546,Sabaitic typicon,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5547,Plato and Aristides ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5548,Euchologion ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5549,Life in Greek of Hartmann Beyer ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5551,"John VI Cantacuzenus, Emperor of the East, Apologia for Christianity against Islam, 1360",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5552,New Testament: ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5553,Psalter,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5554,Nomocanon of Manuel Malaxos,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5555,Collection of Prayers; Nomocanonical Treatises and Questions with Answers,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5556,"Gerasimus, Patriarch of Alexandria, On Communion",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5557,"New Testament, Psalms, Monologion",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5559,Four Gospels,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5560,Sindbad ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5561,Euchologion,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5563,Psalter,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5564,Epiphanius of Salamis,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5565,Extracts from Plato ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5566,"Letters of Synesius, Phalaris, Alciphron, Brutus etc.",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5567,Four Gospels,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5568,"Polybius, 'Excerpta Antiqua' from Books VI, XVIII, X",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5569,"Works of Manuel Chrysoloras, Philip of Macedon, Hesiod and Pythagoras etc.",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5570,Psalms and Odes etc. ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5571,Psalms and Odes etc. ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5572,Greek lexikon,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5573,"Georgios Palamedes, Life of Michael III",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5574,"Symeon, Archbishop of Thessalonica ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5575,"Euthymius Zigabenus, Ps.-Nonnus, Nicholas of Andida etc. ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5576,"Works of St Basil of Caesarea, St Gregory of Nyssa and Gregory II Cyprius",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5577,Works of Dionysius Periegetes and Eustathius of Thessalonica,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5578,Plutarch and Theorian ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5579,Athanasius of Alexandria,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5580,Dionysius Periegetes,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5581,Menaion,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5582,Psalms and Odes etc. ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5587,"Xenophon, Cyropaedia",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5588,"New Testament: Acts, Catholic Epistles, and Pauline Epistles, with prologues and subscriptions and liturgical directions",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5589,Heron of Alexandria ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5590,"Eusebius of Caesarea, Commentary on the Psalms",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5591,"Photius, Bibliotheca",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5592,"Photius, Bibliotheca",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5593,"Works of Photius, Aristides, Philip of Side etc",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5594,"Michael Psellos, Commentary on Aristotle's Acoustics",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5595,Georgios Sphrantzes,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5596,"Divinations, magic, etc. ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5597,Collection of fragments,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5598,Gospel Lectionary (Gregory-Aland l 150; Scrivener evst. 150) with Menologion and Gospels for some special services,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5599,Aristotle ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5600,"Homer, Iliad (TLG 0012.001), with prefatory material consisting of the Herodotean life of Homer, hypotheses for each book of the Iliad, and verses on Homer.",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5601,Homer ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5602,St John Chrysostom,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5603,Metaphrastan Menologion for October,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5604,Heron,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5605,Heron of Alexandria,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5606,Christophoros Kontoleon,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5607,"Hilarion Cigalas, Archbishop of Cyprus, Synodikon in hexameters",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5608,Missal of Dominican use in Greek,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5609,Works of St Basil of Caesarea and Isocrates,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5610,Epistolographi Graeci,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5612,"Plutarch, Moralia ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5613,New Testament,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5614,Liturgies ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5615,Hilarion Cigalas,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5616,"Philotheos Kokkinos, Patriarch of Constantinople",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5617,Manuel Moschopoulos,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5618,"Hephaestion, Enchiridion de metris, etc. ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5619,"St John Damascenus, Barlaam and Josaphat ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5620,New Testament: Acts and Epistles (Gregory-Aland 322; Scrivener act. 27; von Soden α 550),http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5621,Scholia on the Argonautica of Apollonius of Rhodes,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5622,"St Basil of Caesarea, Commentary on Isaiah",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5623,Liturgica ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5624,"Letters, Theologica, Astrologica ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5625,"Galen, De pulsibus ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5626,Medical writings of Aetius and Hippocrates ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5627,40 homilies on the Gospels,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5628,Pietro Bembo ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harley MS 5629,Grammatica ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
